response_index,response
2365,"Some past guests do feel that Rice house is in a great location, but others didn't like it. One comment refers to the location as sketchy."
2366,"According to the reviews I have on hand for that location, the rooms there are nice and clean, especially the bathroom."
2367,"Guests who stayed at Lovell Lodge said that it was quiet, no noise from nearby rooms, and that they had quiet rooms themselves."
2368,"There are mixed reviews in regards to the noise level at Lovell Lodge, with half of the guest being disrupted by noise from nearby rooms."
2369,"To the majority of guests at the Acorn Guest House, the rooms were well-maintained and kept in an immaculate state, although some rooms fell through the cracks and weren't cleaned for new visitors."
2370,"Yes, they do serve alcohol. There are some mixed reviews with some customers saying the prices were too high and selection limited. They get high marks for the quality and tastes of the drinks. Would you like to know more?"
2376,I'm not seeing information indicating that there are accommodations for when the internet goes down. Some guests complain about the internet being slow.
2377,"Yes, guests seem to have only positive things to say about the wifi at the Alexander bed and breakfast."
2378,Only one reviewer was satisfied with the portion sizes at Charlie Chan. Do you have any other questions?
2379,"Yes, the rooms at Acorn Guest House do appear to be clean. In the one instance that someone felt the room wasn't clean enough, they quickly fixed it."
2380,Previous customers of the La Margherita wouldn't unanimously recommend the restaurant for having large portion.
2382,"Yes, according to past guests, Curry Garden does have an outdoor seating area, with a view of the mountains."
2383,"Most people feel the portion sizes are large, only one person said that they could have been bigger for what they paid. Do you want to know anything else?"
2384,"Yes, Pizza Express offers caprese salad and the menu is very affordable. Would you like me to make you a reservation?"
2385,"It will depend on your starting point, but it's generally considered convenient and a nice location. Would you like me to book a table for you?"
2390,"No, unfortunately the Gonville Hotel can be regarded as being overpriced compared to other options that provide more amenities."
2391,"The hotel is located near a highway, for people with cars it is convenient and easy to get to. For those who ride public transportation, it is a little more difficult to get to and hard to get around."
